Date,Order Time,Order ID,Order Status,Customer ID,Customer Gender,Customer Age Group,City,Product Category,Product Name,Franchise/Theme,Size,Color,Quantity Ordered,Order Value (INR ?),Payment Method,Discount Applied (%),Coupon Used,Coupon Code,Delivery Partner,Delivery Time (Days),Return Request,Return Reason,Customer Rating (1-5),Review Sentiment,Inventory Status,Device Used,Traffic Source,New vs Returning Customer,Estimated Profit Margin (%)
11-10-2024,14:31:07,TSSN6VE9QC,Delivered,TSC6990370,Male,25-34,Other Tier-2/Tier-3 Cities,Shirts,Everyday Oxford Shirt,Solid Basics,S,Sky Blue,1,460,Debit Card,50,Yes,MARVEL15,Delhivery,5,Yes,Wrong Product Delivered,5,Positive,Out of Stock,Android App,Instagram,New,31.5
26-10-2024,20:11:08,TSSCVD6SUIW0,Delivered,TSC2919311,Male,19-24,Chennai,Joggers,Hidden Leaf Village Joggers,Naruto,L,Navy,1,900,Debit Card,10,Yes,SAVE20,XpressBees,3,No,,5,Positive,In Stock,Website,Instagram,New,40
03-10-2024,12:50:18,TSS62HEP41G,Delivered,TSC6900761,Male,25-34,Mumbai,T-Shirts,Iron Man Reactor Glow Tee,Marvel,S,Black,1,1000,Credit Card,0,No,,Shadowfax,4,No,,3,Positive,Out of Stock,iPhone App,Facebook Ads,New,29.6
26-10-2024,12:42:33,TSSRN0TEOWN,Delivered,TSC2503357,Female,35-44,Pune,Sneakers,Heritage Sneaker Low Top,Originals,M,Lavender,4,3800,COD,5,No,,Ekart,1,No,,4,Positive,In Stock,Website,Google Ads,Returning,33.8
20-10-2024,12:06:19,TSSQ1AXS2E,Delivered,TSC7943386,Male,45+,Delhi,T-Shirts,TSS Signature Logo Tee,Originals,M,Yellow,2,940,Debit Card,0,No,,Blue Dart,3,No,,4,Neutral,Out of Stock,Android App,Organic Search,New,42
16-10-2024,18:26:19,TSSZIKZ7H4,Delivered,TSC6380064,Female,19-24,Jaipur,Hoodies,Spider-Man Web Slinger Hoodie,Marvel,M,Red,1,820,Credit Card,25,Yes,DIWALI30,XpressBees,5,No,,4,Positive,Low Stock,Android App,Google Ads,New,19.3
29-10-2024,10:42:33,TSSZWPX17HO,Refunded,TSC3064227,Female,19-24,Chennai,Oversized T-Shirts,Avengers Assemble Oversized Drop,Marvel,L,Grey,1,480,UPI,10,No,,Blue Dart,0,Yes,Changed Mind,,,In Stock,Android App,Influencer Marketing,New,23.5
06-10-2024,16:14:38,TSSD3XP51M17,Returned,TSC6001452,Male,19-24,Jaipur,Hoodies,The Flash Scarlet Speedster Hoodie,DC,L,Grey,1,750,COD,25,Yes,FIRST15,Delhivery,3,Yes,Size Issue,,,Low Stock,iPhone App,Direct Traffic,New,41.8
26-10-2024,10:32:36,TSSW0A8D3TC,Delivered,TSC0736940,Male,25-34,Mumbai,Accessories,Marvel Keychain Bundle,Marvel,M,Olive,1,330,UPI,0,No,,Ekart,3,No,,5,Positive,In Stock,iPhone App,Organic Search,Returning,43.9
06-10-2024,20:34:01,TSSID6QY2VWJ,Delivered,TSC3411167,Female,13-18,Mumbai,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,M,Red,1,260,UPI,0,No,,Shadowfax,1,No,,3,Neutral,Low Stock,Android App,Organic Search,New,37.4
31-10-2024,13:31:07,TSS7SLA9PO,In Transit,TSC0900188,Male,35-44,Pune,Oversized T-Shirts,Superman S-Shield Oversized Tee,DC,L,Rust,1,750,Credit Card,25,Yes,SAVE20,Blue Dart,1,No,,,,In Stock,Android App,Facebook Ads,New,27.9
02-10-2024,11:04:06,TSS4DL6AEPR,Delivered,TSC9696009,Male,25-34,Kolkata,Accessories,Hogwarts Enamel Pin Set,Harry Potter,L,Navy,3,1230,UPI,5,Yes,MARVEL15,Ekart,2,No,,5,Positive,In Stock,Android App,Google Ads,New,45.6
17-10-2024,06:19:13,TSSJLFJ33G1,Delivered,TSC9277104,Female,35-44,Ahmedabad,Oversized T-Shirts,Sharingan Eye Oversized Drop,Naruto,M,Beige,3,2040,UPI,0,No,,Shadowfax,4,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,30.2
06-10-2024,09:07:30,TSSUTUZEIZ9,Delivered,TSC2473733,Female,25-34,Mumbai,Accessories,DC Hero Tote Bag,DC,XL,Sky Blue,1,310,Wallet,25,No,,Shadowfax,2,No,,4,Positive,In Stock,iPhone App,Influencer Marketing,Returning,45.5
12-10-2024,10:02:15,TSSQ2XZRQNH6,Delivered,TSC2644463,Female,25-34,Other Tier-2/Tier-3 Cities,T-Shirts,Mickey Washed Acid Tee,Disney,L,Beige,1,800,UPI,20,No,,Ekart,5,Yes,Changed Mind,3,Positive,In Stock,iPhone App,Influencer Marketing,New,35.2
05-10-2024,19:07:51,TSSYW6TKMGZ,Delivered,TSC4835041,Male,25-34,Mumbai,Joggers,Sunday Mood Joggers,Minimal Collection,M,Forest Green,2,980,Debit Card,25,Yes,TSSFLASH,Blue Dart,5,No,,5,Positive,In Stock,Android App,Influencer Marketing,New,25.1
06-10-2024,10:09:05,TSS9N7KJ17X,Delivered,TSC3480881,Female,25-34,Hyderabad,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,M,Black,1,570,COD,10,Yes,FEST25,Delhivery,2,No,,5,Positive,In Stock,iPhone App,Influencer Marketing,New,20.6
03-10-2024,05:25:53,TSSQIPFDDES,Refunded,TSC9234688,Male,19-24,Chennai,T-Shirts,TSS Signature Logo Tee,Originals,XXL,Grey,1,750,Debit Card,25,No,,Ekart,0,Yes,Size Issue,,,In Stock,Android App,Email Campaign,New,38.9
01-10-2024,17:19:08,TSSTOGUQNH,Returned,TSC4022053,Male,25-34,Mumbai,T-Shirts,Essential Crew Neck Tee,Solid Basics,M,Maroon,1,360,Credit Card,15,Yes,NEWUSER15,XpressBees,4,Yes,Size Issue,,,In Stock,Android App,Instagram,Returning,28.8
23-10-2024,15:55:34,TSSO12P59X6,Delivered,TSC9134569,Male,19-24,Other Tier-2/Tier-3 Cities,Hoodies,Casual Zip Hoodie,Solid Basics,XL,Navy,1,1050,UPI,0,No,,Delhivery,5,No,,5,Positive,In Stock,Android App,Facebook Ads,Returning,41.9
13-10-2024,19:54:25,TSSCZ7BDHHD,Delivered,TSC4629967,Female,25-34,Hyderabad,Oversized T-Shirts,Sharingan Eye Oversized Drop,Naruto,XL,Grey,1,640,Debit Card,0,No,,Ekart,4,No,,3,Neutral,In Stock,Android App,Instagram,New,26.4
02-10-2024,16:20:51,TSS7HOQS2SU,Delivered,TSC1630629,Female,35-44,Mumbai,Joggers,One Piece Map Adventure Joggers,One Piece,S,Rust,1,1000,COD,0,No,,XpressBees,3,No,,1,Negative,In Stock,Android App,Instagram,New,34.7
30-10-2024,21:24:29,TSS7Y8X4TR,Delivered,TSC3848772,Male,19-24,Delhi,T-Shirts,Among Us Crewmate Tee,Gaming,L,Maroon,2,1400,Net Banking,30,Yes,FEST25,XpressBees,3,No,,5,Positive,In Stock,Android App,Email Campaign,Returning,26.6
21-10-2024,21:26:09,TSSRSP4BNBSL,Delivered,TSC0711816,Male,45+,Bangalore,Backpacks,TSS Campus Backpack,Originals,L,Forest Green,1,1080,COD,5,No,,XpressBees,3,No,,4,Positive,Low Stock,iPhone App,Instagram,New,20
08-10-2024,13:52:20,TSSRBYUL5ELH,Delivered,TSC4373643,Male,25-34,Delhi,Hoodies,Friends Couch Crew Hoodie,Friends,M,Charcoal,1,1240,Debit Card,10,No,,XpressBees,2,No,,4,Positive,Out of Stock,Android App,Organic Search,New,29.2
13-10-2024,19:45:50,TSSSV140RTM,Delivered,TSC6789361,Male,25-34,Chennai,Hoodies,Tokyo Ghoul Kaneki Mask Hoodie,Anime,M,Forest Green,1,700,Credit Card,50,No,,Delhivery,1,No,,2,Negative,Low Stock,Website,Facebook Ads,Returning,26.8
15-10-2024,10:37:30,TSS96C2S8DS,Delivered,TSC1276658,Female,45+,Other Tier-2/Tier-3 Cities,Mobile Covers,Marvel Avengers Phone Cover,Marvel,M,Rust,2,440,Net Banking,20,No,,Shadowfax,4,No,,5,Positive,Low Stock,iPhone App,Email Campaign,New,53.1
18-10-2024,19:23:23,TSSJD8SFGE,In Transit,TSC4580041,Female,25-34,Kolkata,Shorts,Weekend Shorts,Solid Basics,L,White,1,390,Debit Card,15,Yes,FEST25,Blue Dart,2,No,,,,In Stock,iPhone App,Influencer Marketing,New,40.7
28-10-2024,22:57:50,TSSCUTTL835,Delivered,TSC0537882,Male,19-24,Other Tier-2/Tier-3 Cities,Shorts,Weekend Shorts,Solid Basics,XL,Lavender,4,2000,Credit Card,0,No,,XpressBees,6,No,,4,Positive,In Stock,iPhone App,Email Campaign,New,34.6
19-10-2024,19:03:45,TSSSVXK430WP,Delivered,TSC1327245,Male,25-34,Hyderabad,Hoodies,Stitch Experiment 626 Hoodie,Disney,XS,Sky Blue,1,970,UPI,10,Yes,ANIME20,Shadowfax,4,No,,5,Positive,Out of Stock,Android App,Organic Search,Returning,36.9
31-10-2024,16:32:05,TSSQ2TTHNON,Cancelled,TSC9448909,Male,35-44,Pune,Hoodies,Tokyo Ghoul Kaneki Mask Hoodie,Anime,L,Charcoal,1,1080,Net Banking,30,Yes,DIWALI30,Delhivery,0,No,,,,Low Stock,iPhone App,Direct Traffic,New,18.3
24-10-2024,20:01:00,TSSHOA6VJD4A,Delivered,TSC7848942,Male,35-44,Bangalore,Shirts,Everyday Oxford Shirt,Solid Basics,M,Yellow,2,1840,Debit Card,0,No,,Shadowfax,1,Yes,Quality Not as Expected,5,Positive,In Stock,Android App,Instagram,New,32.1
31-10-2024,20:10:06,TSSZNSJEPBS,Delivered,TSC4180651,Other,19-24,Kolkata,Oversized T-Shirts,Gryffindor Crest Oversized Tee,Harry Potter,XS,Off White,1,620,Credit Card,15,No,,Shadowfax,3,No,,4,Positive,In Stock,Website,Facebook Ads,Returning,35.2
17-10-2024,14:39:32,TSSW9QDXGUP,In Transit,TSC6692980,Female,25-34,Chandigarh,Oversized T-Shirts,Gryffindor Crest Oversized Tee,Harry Potter,XL,Off White,2,1280,UPI,0,No,,Delhivery,7,No,,,,In Stock,Website,Instagram,New,32.6
22-10-2024,09:17:09,TSSOMPM4CX,Delivered,TSC0469728,Other,19-24,Hyderabad,Oversized T-Shirts,Straw Hat Crew Oversized Tee,One Piece,S,Rust,1,800,Wallet,20,No,,XpressBees,4,No,,5,Positive,In Stock,Android App,Facebook Ads,Returning,37.3
24-10-2024,16:34:12,TSS37OYD97,Delivered,TSC8388091,Female,19-24,Hyderabad,Backpacks,TSS Campus Backpack,Originals,XL,Sky Blue,2,2380,Debit Card,20,No,,Delhivery,3,No,,4,Positive,Low Stock,iPhone App,Organic Search,New,34.4
25-10-2024,14:58:22,TSS6WB1CJ5,Delivered,TSC4012472,Female,25-34,Mumbai,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,L,Forest Green,1,620,UPI,0,No,,Delhivery,4,No,,4,Neutral,In Stock,Android App,Instagram,New,22.1
02-10-2024,11:16:23,TSSASESJ93WV,Delivered,TSC4303093,Female,25-34,Hyderabad,Dresses,Spider-Man Web Slinger Hoodie,Marvel,M,White,1,900,COD,5,Yes,MARVEL15,Blue Dart,3,No,,4,Positive,In Stock,iPhone App,Google Ads,New,39.6
05-10-2024,17:49:18,TSSOLDADUWMW,Delivered,TSC2329455,Female,25-34,Other Tier-2/Tier-3 Cities,Mobile Covers,Anime Collage Phone Cover,Anime,L,White,1,240,UPI,15,No,,Ekart,5,No,,4,Positive,In Stock,iPhone App,Instagram,Returning,50.5
07-10-2024,18:47:27,TSS248UA8AH,Delivered,TSC3995392,Female,19-24,Kolkata,Jackets,Thor Lightning Strike Jacket,Marvel,S,Sky Blue,1,700,UPI,30,No,,Blue Dart,3,No,,4,Positive,Out of Stock,iPhone App,Influencer Marketing,New,33.2
09-10-2024,12:11:39,TSSKXSUTEVWK,In Transit,TSC7123541,Male,25-34,Other Tier-2/Tier-3 Cities,Hoodies,Minecraft Creeper Oversized Hoodie,Gaming,M,Forest Green,1,850,COD,15,Yes,WELCOME10,Delhivery,7,No,,,,Low Stock,iPhone App,Facebook Ads,Returning,30.8
29-10-2024,09:20:52,TSS23FRVC11S,Delivered,TSC4094494,Female,19-24,Pune,Hoodies,Akatsuki Cloud Hoodie,Naruto,L,Charcoal,2,1500,UPI,25,Yes,WELCOME10,Delhivery,4,No,,4,Positive,In Stock,iPhone App,Influencer Marketing,Returning,30.2
23-10-2024,17:29:15,TSS8LLV6FC,Cancelled,TSC5983976,Male,45+,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,S,Forest Green,1,950,Credit Card,5,Yes,WELCOME10,XpressBees,0,No,,,,Low Stock,Website,Facebook Ads,New,32.6
05-10-2024,19:44:11,TSSW3PNMER22,Delivered,TSC8555171,Female,35-44,Ahmedabad,Shorts,Weekend Shorts,Solid Basics,XL,Black,1,390,Net Banking,15,No,,Blue Dart,6,No,,4,Positive,Low Stock,Android App,Influencer Marketing,New,24.1
13-10-2024,16:47:15,TSSY925BQ67F,Delivered,TSC7689630,Male,19-24,Kolkata,Joggers,Core Fleece Joggers,Solid Basics,L,Forest Green,1,520,Wallet,15,No,,Ekart,4,No,,3,Negative,Low Stock,Android App,Instagram,New,29.4
08-10-2024,15:57:54,TSSS5N2HWR,Delivered,TSC8607076,Male,45+,Mumbai,Jackets,TSS Varsity Jacket,Originals,S,Black,1,1400,COD,30,Yes,WELCOME10,Blue Dart,3,No,,3,Neutral,Low Stock,Android App,Google Ads,Returning,30.4
27-10-2024,12:49:49,TSS115W8YIKQ,Delivered,TSC9292955,Male,35-44,Pune,Accessories,TSS Street Cap,Originals,L,Red,3,2700,Debit Card,10,Yes,MARVEL15,Delhivery,4,No,,4,Positive,In Stock,Android App,Influencer Marketing,New,41.8
30-10-2024,12:12:47,TSSC378DT3,Delivered,TSC3201758,Male,35-44,Other Tier-2/Tier-3 Cities,Shorts,Weekend Shorts,Solid Basics,XL,Navy,3,2400,Wallet,20,Yes,FIRST15,Blue Dart,4,No,,5,Positive,In Stock,Android App,Facebook Ads,New,23.6
06-10-2024,20:20:42,TSSU8F2NKM,Delivered,TSC1602717,Male,25-34,Mumbai,Accessories,DC Hero Tote Bag,DC,L,Maroon,2,820,Credit Card,5,Yes,ANIME20,Delhivery,1,No,,5,Positive,In Stock,Android App,Organic Search,New,36.3
13-10-2024,14:52:57,TSSHGRW8QIQ,Delivered,TSC7157825,Male,35-44,Mumbai,Accessories,TSS Gym Socks 3-Pack,Solid Basics,L,Off White,1,850,Net Banking,15,No,,Shadowfax,2,No,,5,Positive,In Stock,iPhone App,Instagram,New,40.6
30-10-2024,12:29:31,TSSSNAZ7BRZ7,Delivered,TSC6952192,Female,19-24,Delhi,Joggers,Hidden Leaf Village Joggers,Naruto,M,Rust,1,560,COD,15,No,,Ekart,2,No,,3,Positive,In Stock,Website,Email Campaign,New,32.5
21-10-2024,16:15:55,TSSCX6TX950T,Cancelled,TSC6156761,Other,19-24,Bangalore,Backpacks,Street Ready Backpack,Originals,M,Rust,2,1600,COD,20,Yes,DIWALI30,Shadowfax,0,No,,,,In Stock,Website,Facebook Ads,Returning,33
28-10-2024,09:24:46,TSSSKD48U1S,Delivered,TSC1691439,Male,19-24,Chennai,Accessories,Streetwear Crossbody Bag,Originals,M,Olive,1,380,Credit Card,25,No,,Shadowfax,1,No,,4,Positive,In Stock,Android App,Influencer Marketing,New,32.8
11-10-2024,12:52:24,TSS8MGU4WCP,In Transit,TSC4605947,Male,19-24,Hyderabad,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,S,Sky Blue,1,600,COD,15,No,,XpressBees,2,No,,,,Out of Stock,Android App,Influencer Marketing,New,20.6
07-10-2024,08:09:47,TSSVNCI743Z,Delivered,TSC5880548,Male,45+,Chandigarh,Hoodies,Minecraft Creeper Oversized Hoodie,Gaming,S,Beige,1,950,UPI,5,No,,Delhivery,6,No,,5,Positive,In Stock,Android App,Email Campaign,Returning,37.4
22-10-2024,10:24:41,TSSXBHQ0VZK,Returned,TSC1434705,Female,25-34,Delhi,Accessories,DC Hero Tote Bag,DC,XXL,White,1,750,Net Banking,25,No,,Blue Dart,3,Yes,Quality Not as Expected,,,Low Stock,Android App,Influencer Marketing,Returning,31
05-10-2024,17:46:55,TSSCU5JQXS,Delivered,TSC5135125,Female,45+,Pune,Mobile Covers,Naruto Sharingan Phone Cover,Naruto,S,Charcoal,1,200,COD,50,No,,XpressBees,4,No,,1,Neutral,In Stock,Android App,Influencer Marketing,Returning,36.3
27-10-2024,20:11:01,TSSG29J6XJ,Delivered,TSC7973549,Female,35-44,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Straw Hat Crew Oversized Tee,One Piece,XL,Charcoal,1,690,UPI,15,No,,Blue Dart,6,No,,3,Positive,Out of Stock,iPhone App,Email Campaign,New,31.4
25-10-2024,19:09:13,TSS407RVZWK0,Delivered,TSC2306918,Female,25-34,Kolkata,Backpacks,Street Ready Backpack,Originals,XL,Yellow,1,950,Debit Card,5,No,,Delhivery,1,No,,4,Positive,In Stock,Android App,Facebook Ads,New,21.3
10-10-2024,16:51:24,TSSSZVNGYJU,Cancelled,TSC5228827,Male,19-24,Delhi,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,M,Maroon,1,600,UPI,20,Yes,FEST25,Delhivery,0,No,,,,In Stock,Android App,Organic Search,Returning,39
15-10-2024,18:09:52,TSS7MUT53W,Returned,TSC7995607,Male,25-34,Hyderabad,Jackets,Thor Lightning Strike Jacket,Marvel,L,White,2,1600,Credit Card,20,Yes,WELCOME10,XpressBees,1,Yes,Wrong Product Delivered,,,In Stock,Android App,Email Campaign,New,25.2
26-10-2024,12:33:29,TSSD9UBLT9C,Delivered,TSC2018902,Male,25-34,Other Tier-2/Tier-3 Cities,Shirts,Monochrome Wave Shirt,Minimal Collection,M,Olive,2,1420,Credit Card,5,Yes,COMEBACK10,XpressBees,5,No,,5,Positive,In Stock,Android App,Direct Traffic,New,28
30-10-2024,17:43:22,TSS0XY9N022,Returned,TSC7256611,Female,25-34,Chandigarh,Accessories,TSS Street Cap,Originals,XS,Red,1,350,COD,10,Yes,SAVE20,Blue Dart,7,Yes,Wrong Product Delivered,,,In Stock,iPhone App,Direct Traffic,Returning,36.2
11-10-2024,16:24:24,TSSY9WY5A4,Delivered,TSC1910716,Male,19-24,Bangalore,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,L,Charcoal,2,740,Credit Card,25,Yes,MARVEL15,Ekart,2,No,,4,Positive,In Stock,Android App,Instagram,New,26.1
26-10-2024,18:18:15,TSSF8MAMFA,Delivered,TSC5365291,Male,35-44,Bangalore,Oversized T-Shirts,How You Doin' Oversized Tee,Friends,L,Navy,1,850,Credit Card,15,Yes,WELCOME10,Delhivery,3,No,,5,Positive,Low Stock,Android App,Email Campaign,New,32.2
06-10-2024,13:51:39,TSSAK3C7AMT,Delivered,TSC6401750,Male,25-34,Mumbai,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,M,Grey,2,800,Debit Card,40,Yes,DIWALI30,Shadowfax,3,No,,5,Positive,Low Stock,Android App,Facebook Ads,New,29.8
29-10-2024,19:39:22,TSSKWYICFWJA,Delivered,TSC6831877,Male,25-34,Other Tier-2/Tier-3 Cities,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,S,Sky Blue,1,800,COD,20,Yes,DIWALI30,Delhivery,6,No,,4,Positive,In Stock,Android App,Direct Traffic,New,40.8
22-10-2024,12:29:29,TSSB443RJV,Returned,TSC2285356,Male,19-24,Delhi,Accessories,Marvel Keychain Bundle,Marvel,L,Forest Green,2,840,UPI,10,No,,Blue Dart,4,Yes,Quality Not as Expected,,,In Stock,Android App,Instagram,New,37.3
05-10-2024,08:19:46,TSSK0FJLRE70,Delivered,TSC8653986,Female,45+,Chennai,T-Shirts,Platform 9¾ Graphic Tee,Harry Potter,L,Lavender,2,1000,Net Banking,15,Yes,FEST25,XpressBees,3,No,,5,Positive,In Stock,Android App,Instagram,New,31.4
24-10-2024,17:13:55,TSSXR6X3S6T,Delivered,TSC7263062,Male,35-44,Kolkata,Mobile Covers,Naruto Sharingan Phone Cover,Naruto,L,Olive,1,200,UPI,10,Yes,NEWUSER15,Delhivery,4,No,,5,Positive,In Stock,Website,Influencer Marketing,New,38.5
24-10-2024,05:50:54,TSS5VTW6DMLT,In Transit,TSC7928806,Male,13-18,Bangalore,Jackets,TSS Varsity Jacket,Originals,L,Rust,1,850,COD,15,Yes,NEWUSER15,Shadowfax,3,No,,,,Low Stock,iPhone App,Influencer Marketing,New,24.9
24-10-2024,17:17:33,TSS435VM38,Returned,TSC8941561,Female,25-34,Mumbai,Backpacks,TSS Campus Backpack,Originals,L,Off White,1,950,Credit Card,5,Yes,ANIME20,XpressBees,4,Yes,Defective Product,,,In Stock,iPhone App,Instagram,New,28.7
11-10-2024,10:15:18,TSSVDJ2SGI3,Cancelled,TSC2573148,Female,19-24,Hyderabad,T-Shirts,Black Panther Wakanda Tee,Marvel,XL,Red,1,1000,UPI,0,No,,Delhivery,0,Yes,Wrong Product Delivered,,,In Stock,iPhone App,Facebook Ads,Returning,38
24-10-2024,18:30:41,TSS4J52F21GN,Delivered,TSC2195090,Male,25-34,Hyderabad,Dresses,Marauders Map Tee,Harry Potter,XXL,Beige,2,1800,COD,10,Yes,WELCOME10,Blue Dart,3,No,,3,Neutral,Low Stock,Android App,Instagram,New,31.4
27-10-2024,21:56:43,TSSLZW2CE5GY,Delivered,TSC1909861,Male,25-34,Hyderabad,Accessories,TSS Street Cap,Originals,XL,White,1,250,COD,30,Yes,SAVE20,Blue Dart,5,No,,3,Neutral,Low Stock,Android App,Facebook Ads,Returning,51
11-10-2024,11:20:44,TSSSFVU25NOX,Delivered,TSC2386372,Male,45+,Chandigarh,Jackets,Thor Lightning Strike Jacket,Marvel,S,Off White,1,750,Wallet,25,Yes,SAVE20,Delhivery,7,No,,5,Positive,Out of Stock,Website,Organic Search,Returning,41.4
07-10-2024,17:40:10,TSSVN9IMXHCZ,In Transit,TSC7473752,Female,19-24,Jaipur,Accessories,Hogwarts Enamel Pin Set,Harry Potter,M,Sky Blue,1,1000,Wallet,0,No,,Ekart,6,No,,,,In Stock,Android App,Email Campaign,New,37.3
29-10-2024,17:11:54,TSSPNNM9JP,Returned,TSC5933255,Female,19-24,Chandigarh,T-Shirts,Tokyo Minimal Type Tee,Minimal Collection,S,Navy,2,1800,Wallet,10,Yes,NEWUSER15,Delhivery,6,Yes,Defective Product,,,In Stock,Android App,Direct Traffic,New,32
20-10-2024,10:42:56,TSSLY2OPOWG3,Refunded,TSC2227347,Female,25-34,Chennai,Accessories,Marvel Keychain Bundle,Marvel,L,Maroon,2,1500,COD,25,Yes,FIRST15,XpressBees,0,Yes,Quality Not as Expected,,,In Stock,Android App,Influencer Marketing,New,33.8
14-10-2024,19:29:39,TSSRLTY5LUW,Delivered,TSC5110924,Female,25-34,Kolkata,Shorts,Weekend Shorts,Solid Basics,M,Black,1,700,UPI,30,Yes,NEWUSER15,Ekart,3,No,,3,Neutral,Low Stock,Android App,Facebook Ads,Returning,37
29-10-2024,14:55:29,TSS8ABL5YN99,Delivered,TSC7677162,Female,35-44,Bangalore,Shorts,Weekend Shorts,Solid Basics,L,Off White,1,310,Debit Card,30,Yes,ANIME20,Blue Dart,2,No,,5,Positive,Low Stock,Android App,Influencer Marketing,Returning,22.9
05-10-2024,21:36:53,TSSY8C2A4E1,Delivered,TSC6690039,Male,19-24,Jaipur,Jackets,Thor Lightning Strike Jacket,Marvel,XL,Rust,1,1000,Net Banking,30,Yes,COMEBACK10,Delhivery,5,No,,4,Positive,In Stock,iPhone App,Email Campaign,New,38.7
27-10-2024,13:41:03,TSS1EAVR5CEV,Delivered,TSC1722215,Male,25-34,Mumbai,Accessories,One Piece Straw Hat Cap,One Piece,M,Maroon,1,350,COD,25,Yes,NEWUSER15,XpressBees,2,No,,5,Positive,Out of Stock,Android App,Influencer Marketing,New,41.5
15-10-2024,19:07:21,TSSZTJQRDVS,Delivered,TSC1723837,Male,13-18,Pune,Joggers,Hidden Leaf Village Joggers,Naruto,M,Olive,4,2800,Credit Card,10,No,,XpressBees,4,No,,4,Neutral,In Stock,iPhone App,Facebook Ads,New,29.7
02-10-2024,07:06:42,TSSRGRW9MH,Delivered,TSC4801600,Male,19-24,Other Tier-2/Tier-3 Cities,Jackets,TSS Varsity Jacket,Originals,L,Sky Blue,1,750,COD,25,No,,Delhivery,4,No,,4,Positive,Out of Stock,iPhone App,Influencer Marketing,Returning,41.3
31-10-2024,11:55:22,TSS6XNJ6BUS,Delivered,TSC2818895,Male,25-34,Pune,Oversized T-Shirts,Caped Crusader Oversized Tee,Batman,XL,Lavender,1,550,Net Banking,25,Yes,FIRST15,Blue Dart,2,No,,4,Positive,In Stock,Android App,Email Campaign,Returning,35.2
26-10-2024,11:24:22,TSSB8350W0,Delivered,TSC7265302,Female,25-34,Chennai,Oversized T-Shirts,Aesthetic Coordinates Oversized Tee,Minimal Collection,L,Red,1,520,UPI,0,No,,XpressBees,4,No,,4,Positive,Out of Stock,Android App,Instagram,New,26.4
07-10-2024,14:28:34,TSSR0R0TAW2,Delivered,TSC5826392,Female,25-34,Chennai,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,S,Lavender,2,1800,Credit Card,10,No,,Ekart,5,No,,4,Neutral,In Stock,Android App,Direct Traffic,Returning,51.5
30-10-2024,19:50:14,TSSHD5K42PL,Delivered,TSC7512812,Female,19-24,Mumbai,Mobile Covers,Minimal Matte Phone Cover,Minimal Collection,L,Yellow,1,900,Debit Card,10,Yes,MARVEL15,Shadowfax,2,No,,4,Positive,Low Stock,Website,Influencer Marketing,Returning,49.6
30-10-2024,16:19:31,TSS7XFB1MLI,Delivered,TSC0461514,Female,25-34,Mumbai,T-Shirts,Demon Slayer Tanjiro Flame Tee,Anime,L,Navy,1,730,Wallet,0,No,,Shadowfax,2,No,,5,Positive,Out of Stock,iPhone App,Organic Search,Returning,34.7
26-10-2024,19:54:05,TSSJU2QWR2,Cancelled,TSC6692108,Male,25-34,Hyderabad,Mobile Covers,Marvel Avengers Phone Cover,Marvel,XS,Forest Green,1,900,COD,10,Yes,FEST25,Shadowfax,0,No,,,,In Stock,iPhone App,Organic Search,New,46.6
05-10-2024,23:15:29,TSS926PPXL2,Delivered,TSC6658187,Male,25-34,Delhi,T-Shirts,Black Panther Wakanda Tee,Marvel,S,White,1,370,UPI,10,Yes,FEST25,XpressBees,5,No,,2,Negative,Out of Stock,Website,Organic Search,New,33
06-10-2024,17:58:18,TSS9031DWEB,Delivered,TSC3207689,Female,25-34,Jaipur,T-Shirts,Demon Slayer Tanjiro Flame Tee,Anime,M,Charcoal,1,550,UPI,20,No,,Delhivery,4,No,,5,Positive,Low Stock,Android App,Instagram,Returning,34
25-10-2024,12:21:08,TSSBFFPUCR,Delivered,TSC2756252,Female,25-34,Mumbai,Sneakers,Heritage Sneaker Low Top,Originals,M,Lavender,3,3000,Credit Card,0,No,,Ekart,3,No,,4,Positive,Out of Stock,Android App,Organic Search,New,33.5
30-10-2024,08:18:14,TSSFEI8K97EB,Delivered,TSC8472188,Male,25-34,Pune,Hoodies,Attack on Titan Survey Corps Hoodie,Anime,L,Sky Blue,1,1470,COD,5,No,,Shadowfax,2,No,,5,Positive,Low Stock,Website,Influencer Marketing,New,23.4
07-10-2024,10:22:22,TSSWVMWXZBD5,Delivered,TSC6443419,Female,35-44,Bangalore,T-Shirts,Zoro Three Swords Tee,One Piece,XL,Sky Blue,1,370,Debit Card,20,No,,Blue Dart,2,No,,4,Positive,Low Stock,iPhone App,Influencer Marketing,New,21.5
